observation_type,label,time_local_eest,time_utc,ts_utc_ms,lat,lon,accuracy_m,session_id,device_id
poor_surface,Poor surface material,2026-08-27 18:05:55,2026-08-27T15:05:55Z,1787843155244,58.3813575,24.4983454,2.5829999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 18:07:01,2026-08-27T15:07:01Z,1787843221112,58.381196,24.4995204,3.0409998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 18:09:39,2026-08-27T15:09:39Z,1787843379469,58.3812187,24.5038072,4.310999870300293,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:09:58,2026-08-27T15:09:58Z,1787843398118,58.3810685,24.5042995,4.343999862670898,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:10:09,2026-08-27T15:10:09Z,1787843409887,58.3809584,24.5046197,4.539999961853027,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 18:10:22,2026-08-27T15:10:22Z,1787843422021,58.3808408,24.504912,4.172999858856201,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 18:10:29,2026-08-27T15:10:29Z,1787843429904,58.3807994,24.5049935,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:10:35,2026-08-27T15:10:35Z,1787843435796,58.3807725,24.5050542,3.2079999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 18:11:54,2026-08-27T15:11:54Z,1787843514806,58.3797764,24.5042299,3.4679999351501465,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 18:12:01,2026-08-27T15:12:01Z,1787843521035,58.3797464,24.5041799,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:12:39,2026-08-27T15:12:39Z,1787843559423,58.3793695,24.5037503,3.7239999771118164,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:13:34,2026-08-27T15:13:34Z,1787843614442,58.3784119,24.5023114,2.4159998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
